TUMOR_SAMPLE_BARCODE	idCCL	idCellState	idCELL	cell_sample_id	CELLS_PER_WELL	GROWTH_MODE	CULTURE_MEDIA	CELL_LINE	CELL_LINEAGE	is_hl	gender	taxonomy_id	primary_site_name	primary_hist_name	hist_subtype_1_name
SNU283_LARGE_INTESTINE	386	400	885	1096	500	adherent	RPMI001	SNU283	LARGE_INTESTINE	0	F	9606	large_intestine	carcinoma	
SNU407_LARGE_INTESTINE	387	402	889	1102	500	adherent	RPMI001	SNU407	LARGE_INTESTINE	0	M	9606	large_intestine	carcinoma	
SNU503_LARGE_INTESTINE	388	403	895	1112	500	adherent	RPMI001	SNU503	LARGE_INTESTINE	0	M	9606	large_intestine	carcinoma	
SNU61_LARGE_INTESTINE	389	404	898	1115	500	adherent	RPMI001	SNU61	LARGE_INTESTINE	0	M	9606	large_intestine	carcinoma	
SNU81_LARGE_INTESTINE	390	405	907	1124	500	adherent	RPMI001	SNU81	LARGE_INTESTINE	0	M	9606	large_intestine	carcinoma	
SNUC1_LARGE_INTESTINE	391	406	724	1130	500	suspension	RPMI001	SNUC1	LARGE_INTESTINE	0	M	9606	large_intestine	carcinoma	adenocarcinoma
SNUC2A_LARGE_INTESTINE	392	407	725	1131	500	adherent	RPMI001	SNUC2A	LARGE_INTESTINE	0	F	9606	large_intestine	carcinoma	adenocarcinoma
SNUC4_LARGE_INTESTINE	393	409	913	1133	500	adherent	RPMI001	SNUC4	LARGE_INTESTINE	0	M	9606	large_intestine	carcinoma	adenocarcinoma
SNUC5_LARGE_INTESTINE	394	410	914	1134	500	adherent	RPMI001	SNUC5	LARGE_INTESTINE	0	F	9606	large_intestine	carcinoma	adenocarcinoma
SW1116_LARGE_INTESTINE	395	411	737	1152	500	adherent	RPMI001	SW1116	LARGE_INTESTINE	0	M	9606	large_intestine	carcinoma	adenocarcinoma
SW1417_LARGE_INTESTINE	396	412	740	1155	500	adherent	RPMI001	SW1417	LARGE_INTESTINE	0	F	9606	large_intestine	carcinoma	adenocarcinoma
SW1463_LARGE_INTESTINE	397	413	741	1156	500	adherent	RPMI001	SW1463	LARGE_INTESTINE	0	F	9606	large_intestine	carcinoma	adenocarcinoma
SW403_LARGE_INTESTINE	398	414	746	1161	500	adherent	RPMI001	SW403	LARGE_INTESTINE	0	F	9606	large_intestine	carcinoma	adenocarcinoma
SW48_LARGE_INTESTINE	399	415	748	1162	500	adherent	RPMI001	SW48	LARGE_INTESTINE	0	F	9606	large_intestine	carcinoma	adenocarcinoma
SW620_LARGE_INTESTINE	400	416	750	1166	500	adherent	L15001	SW620	LARGE_INTESTINE	0	M	9606	large_intestine	carcinoma	adenocarcinoma
SW837_LARGE_INTESTINE	401	417	752	1168	500	adherent	RPMI001	SW837	LARGE_INTESTINE	0	M	9606	large_intestine	carcinoma	adenocarcinoma
SW948_LARGE_INTESTINE	402	418	754	1170	500	adherent	RPMI001	SW948	LARGE_INTESTINE	0	F	9606	large_intestine	carcinoma	adenocarcinoma
T84_LARGE_INTESTINE	403	419	760	1176	500	adherent	DMEMF12003	T84	LARGE_INTESTINE	0	M	9606	large_intestine	carcinoma	adenocarcinoma
HEP3B217_LIVER	404	420	225	365	500	adherent	EMEM001	HEP3B217	LIVER	0	M	9606	liver	carcinoma	hepatocellular_carcinoma
HEPG2_LIVER	405	421	226	366	500	adherent	DMEM001	HEPG2	LIVER	0	M	9606	liver	carcinoma	hepatocellular_carcinoma
HLF_LIVER	406	422	232	374	500	adherent	DMEM009	HLF	LIVER	0	M	9606	liver	carcinoma	hepatocellular_carcinoma
HUH1_LIVER	407	423	290	457	500	adherent	DMEM001	HUH1	LIVER	0	M	9606	liver	carcinoma	hepatocellular_carcinoma
HUH6_LIVER	408	424	850	459	500	adherent	DMEM001	HUH6	LIVER	0		9606	liver	other	hepatoblastoma
JHH1_LIVER	409	425	311	486	500	adherent	WILLIAMSE001	JHH1	LIVER	0	M	9606	liver	carcinoma	hepatocellular_carcinoma
JHH2_LIVER	410	426	312	487	500	adherent	EMEM001	JHH2	LIVER	0	M	9606	liver	carcinoma	hepatocellular_carcinoma
JHH4_LIVER	411	427	313	488	500	adherent	EMEM001	JHH4	LIVER	0	M	9606	liver	carcinoma	hepatocellular_carcinoma
JHH5_LIVER	412	428	314	489	500	adherent	WILLIAMSE001	JHH5	LIVER	0	M	9606	liver	carcinoma	hepatocellular_carcinoma
JHH6_LIVER	413	429	814	490	500	adherent	WILLIAMSE001	JHH6	LIVER	0	F	9606	liver	carcinoma	hepatocellular_carcinoma
LI7_LIVER	414	430	855	601	500	adherent	RPMI001	LI7	LIVER	0		9606	liver	carcinoma	hepatocellular_carcinoma
PLCPRF5_LIVER	415	431	636	950	500	adherent	EMEM001	PLCPRF5	LIVER	0	M	9606	liver	carcinoma	hepatocellular_carcinoma
SKHEP1_LIVER	416	432	691	1036	500	adherent	EMEM001	SKHEP1	LIVER	0	M	9606	liver	carcinoma	adenocarcinoma
SNU182_LIVER	417	433	716	1091	500	adherent	RPMI001	SNU182	LIVER	0	M	9606	liver	carcinoma	hepatocellular_carcinoma
SNU387_LIVER	418	434	718	1100	500	adherent	RPMI001	SNU387	LIVER	0	F	9606	liver	carcinoma	hepatocellular_carcinoma
SNU398_LIVER	419	435	719	1101	500	adherent	RPMI001	SNU398	LIVER	0	M	9606	liver	carcinoma	hepatocellular_carcinoma
SNU423_LIVER	420	436	720	1104	500	adherent	RPMI001	SNU423	LIVER	0	M	9606	liver	carcinoma	hepatocellular_carcinoma
SNU449_LIVER	421	437	721	1105	500	adherent	RPMI001	SNU449	LIVER	0	M	9606	liver	carcinoma	hepatocellular_carcinoma
SNU475_LIVER	422	438	722	1108	500	adherent	RPMI001	SNU475	LIVER	0	M	9606	liver	carcinoma	hepatocellular_carcinoma
SNU761_LIVER	423	439	905	1122	500	adherent	RPMI001	SNU761	LIVER	0	M	9606	liver	carcinoma	hepatocellular_carcinoma
SNU878_LIVER	424	440	910	1127	500	adherent	RPMI001	SNU878	LIVER	0	F	9606	liver	carcinoma	hepatocellular_carcinoma
SNU886_LIVER	425	441	911	1128	500	adherent	RPMI001	SNU886	LIVER	0	M	9606	liver	carcinoma	hepatocellular_carcinoma
A549_LUNG	426	442	25	35	500	adherent	DMEM001	A549	LUNG	0	M	9606	lung	carcinoma	non_small_cell_carcinoma
BEN_LUNG	427	444	45	60	500	adherent	DMEM001	BEN	LUNG	0	M	9606	lung	carcinoma	
CAL12T_LUNG	428	445	66	112	500	adherent	DMEM001	CAL12T	LUNG	0	M	9606	lung	carcinoma	non_small_cell_carcinoma
CALU1_LUNG	429	446	76	122	500	adherent	MCCOYS5A001	CALU1	LUNG	0	M	9606	lung	carcinoma	squamous_cell_carcinoma
CALU3_LUNG	430	447	77	123	500	adherent	EMEM001	CALU3	LUNG	0	M	9606	lung	carcinoma	adenocarcinoma
CALU6_LUNG	431	448	78	124	500	adherent	MEM001	CALU6	LUNG	0	F	9606	lung	carcinoma	undifferentiated_carcinoma
CHAGOK1_LUNG	432	449	89	141	500	adherent	RPMI007	CHAGOK1	LUNG	0	M	9606	lung	carcinoma	
COLO668_LUNG	433	450	103	158	500	adherent	RPMI007	COLO668	LUNG	0	F	9606	lung	carcinoma	small_cell_carcinoma
COLO699_LUNG	434	451	971	164	500	adherent	RPMI001	COLO699	LUNG	0		9606			
CORL105_LUNG	435	452	832	174	500	adherent	RPMI007	CORL105	LUNG	0	M	9606	lung	carcinoma	adenocarcinoma
CORL279_LUNG	436	453	116	178	500	suspension	RPMI007	CORL279	LUNG	0	M	9606	lung	carcinoma	small_cell_carcinoma
CORL47_LUNG	437	454	989	180	500	suspension	RPMI007	CORL47	LUNG	0	M	9606	lung	carcinoma	small_cell_carcinoma
CORL51_LUNG	438	455	117	181	500	suspension	RPMI007	CORL51	LUNG	0	M	9606	lung	carcinoma	small_cell_carcinoma
CORL88_LUNG	439	456	118	182	500	suspension	RPMI007	CORL88	LUNG	0	M	9606	lung	carcinoma	small_cell_carcinoma
CORL95_LUNG	440	457	990	183	500	adherent	RPMI007	CORL95	LUNG	0	M	9606	lung	carcinoma	small_cell_carcinoma
DMS114_LUNG	441	458	135	215	500	adherent	WAYMOUTH002	DMS114	LUNG	0	M	9606	lung	carcinoma	small_cell_carcinoma
DMS273_LUNG	442	459	137	217	500	adherent	WAYMOUTH001	DMS273	LUNG	0	F	9606	lung	carcinoma	small_cell_carcinoma
DMS454_LUNG	443	460	821	218	500	adherent	WAYMOUTH002	DMS454	LUNG	0	M	9606	lung	carcinoma	small_cell_carcinoma
DMS53_LUNG	444	461	138	219	500	adherent	WAYMOUTH002	DMS53	LUNG	0	M	9606	lung	carcinoma	small_cell_carcinoma
DMS79_LUNG	445	462	139	220	500	suspension	RPMI001	DMS79	LUNG	0		9606	lung	carcinoma	small_cell_carcinoma
DV90_LUNG	446	463	144	227	500	adherent	RPMI001	DV90	LUNG	0	M	9606	lung	carcinoma	adenocarcinoma
EBC1_LUNG	447	464	147	230	500	adherent	MEM001	EBC1	LUNG	0	M	9606	lung	carcinoma	squamous_cell_carcinoma
EKVX_LUNG	448	465	1163	241	500	adherent	RPMI005	EKVX	LUNG	0		9606	lung	carcinoma	adenocarcinoma
EPLC272H_LUNG	449	466	162	246	500	adherent	RPMI003	EPLC272H	LUNG	0	M	9606	lung	carcinoma	squamous_cell_carcinoma
HARA_LUNG	450	467	186	293	500	adherent	RPMI001	HARA	LUNG	0	M	9606	lung	carcinoma	squamous_cell_carcinoma
HCC1171_LUNG	451	468	837	296	500	adherent	RPMI001	HCC1171	LUNG	0	M	9606	lung	carcinoma	non_small_cell_carcinoma
HCC1195_LUNG	452	469	838	298	500	adherent	RPMI001	HCC1195	LUNG	0	M	9606	lung	carcinoma	mixed_adenosquamous_carcinoma
HCC1438_LUNG	453	470	840	303	500	adherent	RPMI001	HCC1438	LUNG	0	M	9606	lung	carcinoma	large_cell_carcinoma
HCC15_LUNG	454	471	195	304	500	adherent	RPMI001	HCC15	LUNG	0	M	9606	lung	carcinoma	squamous_cell_carcinoma
HCC1588_LUNG	455	472	841	307	500	adherent	RPMI001	HCC1588	LUNG	0	F	9606	lung	carcinoma	squamous_cell_carcinoma
HCC1833_LUNG	456	473	842	310	500	adherent	RPMI001	HCC1833	LUNG	0		9606	lung	carcinoma	adenocarcinoma
HCC2108_LUNG	457	474	843	316	500	adherent	RPMI001	HCC2108	LUNG	0	M	9606	lung	carcinoma	adenocarcinoma
HCC2279_LUNG	458	475	844	319	500	adherent	RPMI001	HCC2279	LUNG	0	F	9606	lung	carcinoma	adenocarcinoma
HCC2935_LUNG	459	477	202	324	500	adherent	RPMI001	HCC2935	LUNG	0	M	9606	lung	carcinoma	non_small_cell_carcinoma
HCC33_LUNG	460	478	203	326	500	adherent	RPMI003	HCC33	LUNG	0	M	9606	lung	carcinoma	small_cell_carcinoma
HCC366_LUNG	461	479	204	328	500	adherent	RPMI001	HCC366	LUNG	0	F	9606	lung	carcinoma	mixed_adenosquamous_carcinoma
HCC4006_LUNG	462	480	205	331	500	adherent	RPMI001	HCC4006	LUNG	0	M	9606	lung	carcinoma	adenocarcinoma
HCC44_LUNG	463	481	206	332	500	adherent	RPMI001	HCC44	LUNG	0	F	9606	lung	carcinoma	adenocarcinoma
HCC78_LUNG	464	482	209	339	500	adherent	RPMI001	HCC78	LUNG	0	M	9606	lung	carcinoma	adenocarcinoma
HCC827_LUNG	465	483	823	340	500	adherent	RPMI001	HCC827	LUNG	0	F	9606	lung	carcinoma	adenocarcinoma
HCC95_LUNG	466	484	845	342	500	adherent	RPMI001	HCC95	LUNG	0	M	9606	lung	carcinoma	squamous_cell_carcinoma
HOP62_LUNG	467	485	1165	381	500	adherent	RPMI005	HOP62	LUNG	0		9606	lung	carcinoma	adenocarcinoma
HOP92_LUNG	468	486	1166	382	500	adherent	RPMI005	HOP92	LUNG	0		9606	lung	carcinoma	large_cell_carcinoma
HS888LU_LUNG	469	487	1194	431	500	adherent	DMEM001	HS888LU	LUNG	0		9606			
IALM_LUNG	470	488	299	469	500	adherent	HAMSF10001	IALM	LUNG	0	M	9606	lung	carcinoma	large_cell_carcinoma
KNS62_LUNG	471	489	364	558	500	adherent	EMEM005	KNS62	LUNG	0	M	9606	lung	carcinoma	squamous_cell_carcinoma
LC1F_LUNG	472	490	396	597	500	suspension	RPMI001	LC1F	LUNG	0	M	9606	lung	carcinoma	squamous_cell_carcinoma
LC1SQSF_LUNG	473	491	397	598	500	adherent	RPMI001	LC1SQSF	LUNG	0	M	9606	lung	carcinoma	squamous_cell_carcinoma
LCLC103H_LUNG	474	492	398	599	500	adherent	RPMI001	LCLC103H	LUNG	0	M	9606	lung	carcinoma	large_cell_carcinoma
LCLC97TM1_LUNG	475	493	399	600	500	adherent	RPMI003	LCLC97TM1	LUNG	0	M	9606	lung	carcinoma	large_cell_carcinoma
LK2_LUNG	476	495	400	602	500	adherent	RPMI001	LK2	LUNG	0	M	9606	lung	carcinoma	squamous_cell_carcinoma
LOUNH91_LUNG	477	496	406	621	500	adherent	RPMI001	LOUNH91	LUNG	0	F	9606	lung	carcinoma	squamous_cell_carcinoma
LU65_LUNG	478	497	415	633	500	mixed	RPMI001	LU65	LUNG	0	M	9606	lung	carcinoma	non_small_cell_carcinoma
LU99_LUNG	479	498	416	634	500	adherent	RPMI001	LU99	LUNG	0	M	9606	lung	carcinoma	large_cell_carcinoma
LUDLU1_LUNG	480	499	417	635	500	adherent	RPMI001	LUDLU1	LUNG	0	M	9606	lung	carcinoma	squamous_cell_carcinoma
LXF289_LUNG	481	500	418	636	500	adherent	HAMSF10001	LXF289	LUNG	0	M	9606	lung	carcinoma	adenocarcinoma
MORCPR_LUNG	482	501	468	703	500	adherent	RPMI001	MORCPR	LUNG	0		9606	lung	carcinoma	adenocarcinoma
NCIH1092_LUNG	483	502	479	727	500	suspension	RPMI004	NCIH1092	LUNG	0	M	9606	lung	carcinoma	small_cell_carcinoma
NCIH1105_LUNG	484	503	480	728	500	suspension	RPMI014	NCIH1105	LUNG	0	M	9606	lung	carcinoma	small_cell_carcinoma
NCIH1155_LUNG	485	504	481	729	500	adherent	DMEMF12003	NCIH1155	LUNG	0	M	9606	lung	carcinoma	large_cell_carcinoma
NCIH1184_LUNG	486	505	482	730	500	adherent	RPMI001	NCIH1184	LUNG	0	M	9606	lung	carcinoma	small_cell_carcinoma
NCIH1299_LUNG	487	506	483	732	500	adherent	RPMI001	NCIH1299	LUNG	0	M	9606	lung	carcinoma	non_small_cell_carcinoma
NCIH1339_LUNG	488	507	818	734	500	adherent	RPMI003	NCIH1339	LUNG	0	F	9606	lung	carcinoma	small_cell_carcinoma
NCIH1341_LUNG	489	508	484	735	500	adherent	RPMI005	NCIH1341	LUNG	0	F	9606	lung	carcinoma	small_cell_carcinoma
NCIH1355_LUNG	490	509	485	736	500	adherent	RPMI005	NCIH1355	LUNG	0	M	9606	lung	carcinoma	adenocarcinoma
NCIH1373_LUNG	491	510	486	737	500	adherent	RPMI003	NCIH1373	LUNG	0	M	9606	lung	carcinoma	adenocarcinoma
NCIH1385_LUNG	492	511	939	738	500	suspension	RPMI001	NCIH1385	LUNG	0	F	9606	lung	carcinoma	squamous_cell_carcinoma
NCIH1395_LUNG	493	512	487	739	500	adherent	RPMI001	NCIH1395	LUNG	0	F	9606	lung	carcinoma	adenocarcinoma
NCIH1435_LUNG	494	513	488	741	500	adherent	RPMI001	NCIH1435	LUNG	0	F	9606	lung	carcinoma	non_small_cell_carcinoma
NCIH146_LUNG	495	514	491	744	500	suspension	RPMI001	NCIH146	LUNG	0	M	9606	lung	carcinoma	small_cell_carcinoma
NCIH1563_LUNG	496	515	492	745	500	adherent	RPMI001	NCIH1563	LUNG	0	M	9606	lung	carcinoma	adenocarcinoma
NCIH1568_LUNG	497	516	493	746	500	adherent	RPMI001	NCIH1568	LUNG	0	F	9606	lung	carcinoma	non_small_cell_carcinoma
NCIH1573_LUNG	498	517	494	747	500	adherent	RPMI005	NCIH1573	LUNG	0	F	9606	lung	carcinoma	adenocarcinoma
NCIH1581_LUNG	499	518	495	748	500	adherent	DMEMF12003	NCIH1581	LUNG	0	M	9606	lung	carcinoma	large_cell_carcinoma
NCIH1623_LUNG	500	519	497	750	500	adherent	RPMI001	NCIH1623	LUNG	0	M	9606	lung	carcinoma	adenocarcinoma
NCIH1650_LUNG	501	520	499	752	500	adherent	RPMI001	NCIH1650	LUNG	0	M	9606	lung	carcinoma	bronchioloalveolar_adenocarcinoma
NCIH1651_LUNG	502	522	500	753	500	adherent	RPMI001	NCIH1651	LUNG	0	M	9606	lung	carcinoma	adenocarcinoma
NCIH1666_LUNG	503	523	501	754	500	adherent	RPMI005	NCIH1666	LUNG	0	F	9606	lung	carcinoma	bronchioloalveolar_adenocarcinoma
NCIH1693_LUNG	504	524	502	755	500	adherent	RPMI005	NCIH1693	LUNG	0	F	9606	lung	carcinoma	adenocarcinoma
NCIH1694_LUNG	505	526	503	756	500	suspension	RPMI001	NCIH1694	LUNG	0	M	9606	lung	carcinoma	small_cell_carcinoma
NCIH1703_LUNG	506	528	504	757	500	adherent	RPMI001	NCIH1703	LUNG	0	M	9606	lung	carcinoma	adenocarcinoma
NCIH1734_LUNG	507	529	505	758	500	adherent	RPMI001	NCIH1734	LUNG	0	F	9606	lung	carcinoma	adenocarcinoma
NCIH1755_LUNG	508	530	506	759	500	adherent	RPMI001	NCIH1755	LUNG	0	F	9606	lung	carcinoma	adenocarcinoma
NCIH1781_LUNG	509	531	507	760	500	adherent	RPMI001	NCIH1781	LUNG	0	F	9606	lung	carcinoma	bronchioloalveolar_adenocarcinoma
NCIH1792_LUNG	510	532	508	761	500	adherent	RPMI001	NCIH1792	LUNG	0	M	9606	lung	carcinoma	adenocarcinoma
NCIH1793_LUNG	511	533	509	762	500	adherent	DMEMF12002	NCIH1793	LUNG	0	F	9606	lung	carcinoma	non_small_cell_carcinoma
NCIH1838_LUNG	512	534	511	765	500	adherent	RPMI001	NCIH1838	LUNG	0	F	9606	lung	carcinoma	non_small_cell_carcinoma
NCIH1869_LUNG	513	535	512	766	500	adherent	RPMI001	NCIH1869	LUNG	0	M	9606	lung	carcinoma	squamous_cell_carcinoma
NCIH1915_LUNG	514	536	513	769	500	adherent	RPMI011	NCIH1915	LUNG	0	F	9606	lung	carcinoma	large_cell_carcinoma
NCIH1944_LUNG	515	537	515	771	500	adherent	RPMI001	NCIH1944	LUNG	0	F	9606	lung	carcinoma	non_small_cell_carcinoma
NCIH196_LUNG	516	538	517	772	500	adherent	RPMI001	NCIH196	LUNG	0	M	9606	lung	carcinoma	small_cell_carcinoma
NCIH1975_LUNG	517	539	518	774	500	adherent	RPMI001	NCIH1975	LUNG	0	F	9606	lung	carcinoma	non_small_cell_carcinoma
NCIH2009_LUNG	518	540	519	777	500	adherent	RPMI001	NCIH2009	LUNG	0	F	9606	lung	carcinoma	adenocarcinoma
NCIH2023_LUNG	519	541	520	778	500	adherent	DMEMF12002	NCIH2023	LUNG	0	M	9606	lung	carcinoma	adenocarcinoma
NCIH2029_LUNG	520	542	521	779	500	adherent	DMEMF12002	NCIH2029	LUNG	0	F	9606	lung	carcinoma	small_cell_carcinoma
NCIH2030_LUNG	521	543	522	780	500	adherent	RPMI001	NCIH2030	LUNG	0	M	9606	lung	carcinoma	non_small_cell_carcinoma
NCIH2073_LUNG	522	544	525	783	500	adherent	RPMI001	NCIH2073	LUNG	0	F	9606	lung	carcinoma	adenocarcinoma
NCIH2081_LUNG	523	545	526	785	500	suspension	DMEMF12002	NCIH2081	LUNG	0	F	9606	lung	carcinoma	small_cell_carcinoma
NCIH2085_LUNG	524	546	527	786	500	adherent	RPMI005	NCIH2085	LUNG	0	M	9606	lung	carcinoma	adenocarcinoma
NCIH2087_LUNG	525	547	528	787	500	adherent	RPMI005	NCIH2087	LUNG	0	M	9606	lung	carcinoma	adenocarcinoma
NCIH209_LUNG	526	548	529	788	500	suspension	RPMI001	NCIH209	LUNG	0	M	9606	lung	carcinoma	small_cell_carcinoma
NCIH2106_LUNG	527	549	530	789	500	suspension	DMEMF12003	NCIH2106	LUNG	0	M	9606	lung	carcinoma	non_small_cell_carcinoma
NCIH211_LUNG	528	550	531	790	500	adherent	RPMI001	NCIH211	LUNG	0	F	9606	lung	carcinoma	small_cell_carcinoma
NCIH2110_LUNG	529	551	1006	791	500	adherent	RPMI001	NCIH2110	LUNG	0		9606	lung	carcinoma	non_small_cell_carcinoma
NCIH2122_LUNG	530	552	532	792	500	adherent	RPMI001	NCIH2122	LUNG	0	F	9606	lung	carcinoma	adenocarcinoma
NCIH2126_LUNG	531	553	533	793	500	adherent	DMEMF12002	NCIH2126	LUNG	0	M	9606	lung	carcinoma	adenocarcinoma
NCIH2141_LUNG	532	554	534	794	500	suspension	DMEMF12002	NCIH2141	LUNG	0	M	9606	lung	carcinoma	small_cell_carcinoma
NCIH2170_LUNG	533	555	535	795	500	adherent	RPMI001	NCIH2170	LUNG	0	M	9606	lung	carcinoma	squamous_cell_carcinoma
NCIH2171_LUNG	534	556	536	796	500	suspension	DMEMF12002	NCIH2171	LUNG	0	M	9606	lung	carcinoma	small_cell_carcinoma
NCIH2172_LUNG	535	557	537	797	500	adherent	RPMI001	NCIH2172	LUNG	0	F	9606	lung	carcinoma	non_small_cell_carcinoma
NCIH2196_LUNG	536	558	538	798	500	adherent	DMEMF12002	NCIH2196	LUNG	0	M	9606	lung	carcinoma	small_cell_carcinoma
NCIH2228_LUNG	537	559	540	800	500	adherent	RPMI001	NCIH2228	LUNG	0	F	9606	lung	carcinoma	adenocarcinoma
NCIH226_LUNG	538	560	541	801	500	adherent	RPMI001	NCIH226	LUNG	0	M	9606	lung	carcinoma	squamous_cell_carcinoma
NCIH2286_LUNG	539	562	816	802	500	adherent	RPMI001	NCIH2286	LUNG	0	F	9606	lung	carcinoma	small_cell_carcinoma
NCIH2291_LUNG	540	563	542	803	500	adherent	RPMI001	NCIH2291	LUNG	0	M	9606	lung	carcinoma	adenocarcinoma
NCIH23_LUNG	541	564	545	804	500	adherent	RPMI001	NCIH23	LUNG	0	M	9606	lung	carcinoma	non_small_cell_carcinoma
NCIH2342_LUNG	542	565	543	806	500	adherent	RPMI004	NCIH2342	LUNG	0	M	9606	lung	carcinoma	adenocarcinoma
NCIH2405_LUNG	543	566	546	808	500	adherent	RPMI001	NCIH2405	LUNG	0	M	9606	lung	carcinoma	adenocarcinoma
NCIH2444_LUNG	544	567	547	809	500	adherent	RPMI001	NCIH2444	LUNG	0	M	9606	lung	carcinoma	non_small_cell_carcinoma
NCIH292_LUNG	545	568	1178	814	500	adherent	RPMI001	NCIH292	LUNG	0	F	9606	lung	carcinoma	mucoepidermoid_carcinoma
NCIH322_LUNG	546	569	550	816	500	adherent	RPMI007	NCIH322	LUNG	0	M	9606	lung	carcinoma	adenocarcinoma
NCIH358_LUNG	547	570	551	819	500	adherent	RPMI001	NCIH358	LUNG	0	M	9606	lung	carcinoma	bronchioloalveolar_adenocarcinoma
NCIH441_LUNG	548	571	552	820	500	adherent	RPMI001	NCIH441	LUNG	0	M	9606	lung	carcinoma	adenocarcinoma
NCIH446_LUNG	549	572	553	821	500	adherent	RPMI001	NCIH446	LUNG	0	M	9606	lung	carcinoma	small_cell_carcinoma
NCIH460_LUNG	550	573	554	822	500	adherent	RPMI001	NCIH460	LUNG	0	M	9606	lung	carcinoma	large_cell_carcinoma
NCIH510_LUNG	551	574	556	825	500	suspension	F12K001	NCIH510	LUNG	0	M	9606	lung	carcinoma	small_cell_carcinoma
NCIH520_LUNG	552	575	557	826	500	adherent	RPMI001	NCIH520	LUNG	0	M	9606	lung	carcinoma	squamous_cell_carcinoma
NCIH522_LUNG	553	576	558	827	500	adherent	RPMI001	NCIH522	LUNG	0	M	9606	lung	carcinoma	non_small_cell_carcinoma
NCIH524_LUNG	554	577	559	828	500	suspension	RPMI001	NCIH524	LUNG	0	M	9606	lung	carcinoma	small_cell_carcinoma
NCIH526_LUNG	555	578	560	829	500	suspension	RPMI001	NCIH526	LUNG	0	M	9606	lung	carcinoma	small_cell_carcinoma
NCIH596_LUNG	556	579	561	830	500	adherent	RPMI001	NCIH596	LUNG	0	M	9606	lung	carcinoma	mixed_adenosquamous_carcinoma
NCIH647_LUNG	557	580	562	831	500	adherent	RPMI001	NCIH647	LUNG	0	M	9606	lung	carcinoma	mixed_adenosquamous_carcinoma
NCIH650_LUNG	558	581	563	832	500	adherent	RPMI001	NCIH650	LUNG	0	M	9606	lung	carcinoma	bronchioloalveolar_adenocarcinoma
NCIH661_LUNG	559	582	565	834	500	adherent	RPMI005	NCIH661	LUNG	0	M	9606	lung	carcinoma	large_cell_carcinoma
NCIH69_LUNG	560	583	566	837	500	adherent	RPMI001	NCIH69	LUNG	0	M	9606	lung	carcinoma	small_cell_carcinoma
NCIH727_LUNG	561	584	568	839	500	adherent	RPMI001	NCIH727	LUNG	0	F	9606	lung	carcinoid-endocrine_tumour	
NCIH810_LUNG	562	585	570	841	500	adherent	DMEMF12002	NCIH810	LUNG	0	M	9606	lung	carcinoma	large_cell_carcinoma
NCIH838_LUNG	563	586	572	844	500	adherent	RPMI001	NCIH838	LUNG	0	M	9606	lung	carcinoma	non_small_cell_carcinoma
NCIH841_LUNG	564	587	573	845	500	adherent	DMEMF12002	NCIH841	LUNG	0	M	9606	lung	carcinoma	small_cell_carcinoma
NCIH854_LUNG	565	588	861	846	500	suspension	RPMI001	NCIH854	LUNG	0		9606	lung	carcinoma	adenocarcinoma
NCIH889_LUNG	566	589	574	847	500	suspension	RPMI001	NCIH889	LUNG	0	F	9606	lung	carcinoma	small_cell_carcinoma
PC14_LUNG	567	590	627	931	500	adherent	RPMI001	PC14	LUNG	0		9606	lung	carcinoma	non_small_cell_carcinoma
RERFLCAD1_LUNG	568	591	647	967	500	adherent	RPMI001	RERFLCAD1	LUNG	0	M	9606	lung	carcinoma	adenocarcinoma
RERFLCAD2_LUNG	569	592	648	968	500	adherent	RPMI001	RERFLCAD2	LUNG	0	M	9606	lung	carcinoma	adenocarcinoma
RERFLCAI_LUNG	570	593	649	969	500	adherent	EMEM001	RERFLCAI	LUNG	0	M	9606	lung	carcinoma	squamous_cell_carcinoma
RERFLCMS_LUNG	571	594	651	971	500	adherent	EMEM001	RERFLCMS	LUNG	0		9606	lung	carcinoma	non_small_cell_carcinoma
SBC5_LUNG	572	595	671	1005	500	adherent	EMEM001	SBC5	LUNG	0		9606	lung	carcinoma	small_cell_carcinoma
SCLC21H_LUNG	573	596	677	1011	500	suspension	DMEM001	SCLC21H	LUNG	0	M	9606	lung	carcinoma	small_cell_carcinoma
SHP77_LUNG	574	597	683	1026	500	mixed	RPMI001	SHP77	LUNG	0	M	9606	lung	carcinoma	small_cell_carcinoma
SKLU1_LUNG	575	598	693	1038	500	adherent	MEM001	SKLU1	LUNG	0	F	9606	lung	carcinoma	adenocarcinoma
SKMES1_LUNG	576	599	703	1048	500	adherent	DMEM001	SKMES1	LUNG	0	M	9606	lung	carcinoma	squamous_cell_carcinoma
SQ1_LUNG	577	600	726	1135	500	adherent	RPMI001	SQ1	LUNG	0		9606	lung	carcinoma	squamous_cell_carcinoma
SW1271_LUNG	578	601	738	1153	500	adherent	RPMI001	SW1271	LUNG	0	M	9606	lung	carcinoma	small_cell_carcinoma
SW1573_LUNG	579	602	742	1157	500	adherent	L15001	SW1573	LUNG	0	F	9606	lung	carcinoma	squamous_cell_carcinoma
T3M10_LUNG	580	603	757	1173	500	adherent	HAMSF12001	T3M10	LUNG	0	M	9606	lung	carcinoma	large_cell_carcinoma
VMRCLCD_LUNG	581	604	799	1251	500	adherent	MEM001	VMRCLCD	LUNG	0	M	9606	lung	carcinoma	adenocarcinoma
